[位置・速度]

ファイル        , C:\Users\bcl\Documents\計測データ\227\Session004\Temp.AVI
シーン数        ,   4001
計測点数        ,      3
コマ数／単位時間, 200.00/s, フレーム間隔, 0.01s
計測インターバル, 1
距離スケール    , 0.11cm/画素
原点X           , 0.00
原点Y           , 0.00
回転角          , 0.00
Y軸方向         , 1
 ,         ,        , 座標X    ,         ,          , 座標Y   ,         ,          
 , シーン  , 時間(s), 計測点1  , 計測点2 , 計測点3  , 計測点1 , 計測点2 , 計測点3  
 ,     3441,   17.20,     26.77,    23.51,     38.70,     6.01,    21.29,     12.75
 ,     3442,   17.21,     26.75,    23.45,     38.80,     5.98,    21.26,     12.79
 ,     3443,   17.21,     26.69,    23.36,     38.93,     5.95,    21.20,     12.84
 ,     3444,   17.22,     26.67,    23.31,     39.06,     5.90,    21.12,     12.91
 ,     3445,   17.22,     26.64,    23.22,     39.21,     5.86,    21.05,     12.98
 ,     3446,   17.23,     26.59,    23.13,     39.36,     5.83,    20.99,     13.05
 ,     3447,   17.23,     26.56,    23.05,     39.56,     5.78,    20.91,     13.16
 ,     3448,   17.23,     26.52,    22.95,     39.70,     5.75,    20.84,     13.26
 ,     3449,   17.24,     26.50,    22.84,     39.90,     5.70,    20.80,     13.39
 ,     3450,   17.25,     26.45,    22.76,     40.11,     5.66,    20.70,     13.49
 ,     3451,   17.25,     26.43,    22.66,     40.31,     5.62,    20.63,     13.64
 ,     3452,   17.25,     26.39,    22.57,     40.52,     5.61,    20.58,     13.80
 ,     3453,   17.26,     26.34,    22.46,     40.73,     5.55,    20.51,     13.96
 ,     3454,   17.27,     26.32,    22.35,     40.94,     5.51,    20.42,     14.11
 ,     3455,   17.27,     26.29,    22.29,     41.16,     5.48,    20.37,     14.30
 ,     3456,   17.28,     26.26,    22.18,     41.38,     5.43,    20.30,     14.50
 ,     3457,   17.28,     26.22,    22.10,     41.61,     5.40,    20.26,     14.69
 ,     3458,   17.29,     26.21,    21.99,     41.85,     5.37,    20.18,     14.91
 ,     3459,   17.29,     26.16,    21.92,     42.07,     5.32,    20.14,     15.13
 ,     3460,   17.30,     26.13,    21.83,     42.31,     5.30,    20.08,     15.36
 ,     3461,   17.30,     26.10,    21.77,     42.55,     5.26,    20.01,     15.61
 ,     3462,   17.31,     26.09,    21.70,     42.78,     5.21,    19.96,     15.86
 ,     3463,   17.31,     26.07,    21.64,     43.04,     5.19,    19.92,     16.12
 ,     3464,   17.32,     26.04,    21.57,     43.27,     5.17,    19.88,     16.40
 ,     3465,   17.32,     26.02,    21.52,     43.49,     5.12,    19.80,     16.66
 ,     3466,   17.32,     26.00,    21.47,     43.74,     5.10,    19.76,     16.96
 ,     3467,   17.33,     25.99,    21.43,     43.98,     5.07,    19.73,     17.26
 ,     3468,   17.34,     25.98,    21.40,     44.22,     5.06,    19.69,     17.59
 ,     3469,   17.34,     25.96,    21.37,     44.45,     5.03,    19.66,     17.89
 ,     3470,   17.34,     25.96,    21.36,     44.66,     4.99,    19.63,     18.20
 ,     3471,   17.35,     25.95,    21.34,     44.89,     4.98,    19.58,     18.54
 ,     3472,   17.36,     25.96,    21.33,     45.11,     4.97,    19.55,     18.87
 ,     3473,   17.36,     25.94,    21.31,     45.32,     4.93,    19.51,     19.22
 ,     3474,   17.37,     25.94,    21.31,     45.51,     4.90,    19.49,     19.56
 ,     3475,   17.37,     25.94,    21.31,     45.71,     4.87,    19.47,     19.91
 ,     3476,   17.38,     25.94,    21.32,     45.90,     4.87,    19.46,     20.29
 ,     3477,   17.38,     25.94,    21.34,     46.08,     4.85,    19.44,     20.62
 ,     3478,   17.39,     25.94,    21.36,     46.26,     4.82,    19.40,     20.99
 ,     3479,   17.39,     25.95,    21.38,     46.42,     4.80,    19.39,     21.35
 ,     3480,   17.40,     25.95,    21.42,     46.58,     4.78,    19.38,     21.71
 ,     3481,   17.40,     25.96,    21.45,     46.74,     4.77,    19.35,     22.11
 ,     3482,   17.41,     25.96,    21.49,     46.87,     4.76,    19.35,     22.46
 ,     3483,   17.41,     25.97,    21.55,     46.99,     4.75,    19.33,     22.86
 ,     3484,   17.41,     25.99,    21.61,     47.12,     4.74,    19.31,     23.22
 ,     3485,   17.42,     26.00,    21.66,     47.23,     4.72,    19.32,     23.61
 ,     3486,   17.43,     26.02,    21.70,     47.33,     4.69,    19.28,     23.99
 ,     3487,   17.43,     26.03,    21.77,     47.41,     4.69,    19.29,     24.38
 ,     3488,   17.43,     26.06,    21.86,     47.48,     4.69,    19.28,     24.75
 ,     3489,   17.44,     26.08,    21.90,     47.54,     4.67,    19.28,     25.13
 ,     3490,   17.45,     26.09,    21.99,     47.59,     4.66,    19.28,     25.50
 ,     3491,   17.45,     26.11,    22.09,     47.64,     4.67,    19.29,     25.90
 ,     3492,   17.46,     26.13,    22.17,     47.67,     4.66,    19.28,     26.26
 ,     3493,   17.46,     26.15,    22.26,     47.69,     4.65,    19.27,     26.64
 ,     3494,   17.47,     26.17,    22.35,     47.69,     4.64,    19.26,     27.01
 ,     3495,   17.47,     26.21,    22.46,     47.68,     4.63,    19.28,     27.37
 ,     3496,   17.48,     26.22,    22.56,     47.68,     4.62,    19.28,     27.75
 ,     3497,   17.48,     26.25,    22.67,     47.64,     4.59,    19.29,     28.11
 ,     3498,   17.48,     26.29,    22.79,     47.60,     4.59,    19.29,     28.48
 ,     3499,   17.49,     26.32,    22.91,     47.55,     4.59,    19.30,     28.84
 ,     3500,   17.50,     26.35,    23.02,     47.48,     4.57,    19.33,     29.20
 ,     3501,   17.50,     26.39,    23.16,     47.40,     4.55,    19.31,     29.58
 ,     3502,   17.50,     26.43,    23.26,     47.31,     4.56,    19.33,     29.92
 ,     3503,   17.51,     26.48,    23.40,     47.20,     4.54,    19.34,     30.29
 ,     3504,   17.52,     26.52,    23.51,     47.09,     4.55,    19.34,     30.63
 ,     3505,   17.52,     26.56,    23.66,     46.96,     4.55,    19.36,     30.98
 ,     3506,   17.53,     26.61,    23.79,     46.82,     4.54,    19.36,     31.33
 ,     3507,   17.53,     26.66,    23.94,     46.68,     4.55,    19.38,     31.66
 ,     3508,   17.54,     26.71,    24.07,     46.51,     4.54,    19.38,     31.99
 ,     3509,   17.54,     26.74,    24.22,     46.33,     4.53,    19.40,     32.31
 ,     3510,   17.55,     26.79,    24.35,     46.17,     4.53,    19.44,     32.62
 ,     3511,   17.55,     26.83,    24.47,     45.98,     4.54,    19.44,     32.92
 ,     3512,   17.56,     26.86,    24.61,     45.78,     4.52,    19.47,     33.22
 ,     3513,   17.56,     26.90,    24.74,     45.55,     4.51,    19.47,     33.51
 ,     3514,   17.57,     26.94,    24.88,     45.36,     4.53,    19.48,     33.80
 ,     3515,   17.57,     26.98,    25.00,     45.12,     4.53,    19.51,     34.07
 ,     3516,   17.57,     27.01,    25.15,     44.89,     4.54,    19.49,     34.34
 ,     3517,   17.58,     27.06,    25.28,     44.67,     4.53,    19.52,     34.62
 ,     3518,   17.59,     27.09,    25.41,     44.42,     4.53,    19.53,     34.86
 ,     3519,   17.59,     27.13,    25.56,     44.18,     4.54,    19.53,     35.11
 ,     3520,   17.59,     27.18,    25.70,     43.94,     4.53,    19.53,     35.34
 ,     3521,   17.60,     27.21,    25.83,     43.70,     4.51,    19.50,     35.59
 ,     3522,   17.61,     27.26,    25.98,     43.44,     4.51,    19.52,     35.79
 ,     3523,   17.61,     27.30,    26.15,     43.18,     4.52,    19.50,     36.02
 ,     3524,   17.62,     27.33,    26.27,     42.94,     4.52,    19.48,     36.24
 ,     3525,   17.62,     27.39,    26.45,     42.65,     4.52,    19.48,     36.42
 ,     3526,   17.63,     27.42,    26.59,     42.39,     4.53,    19.46,     36.61
 ,     3527,   17.63,     27.46,    26.76,     42.12,     4.52,    19.45,     36.80
 ,     3528,   17.64,     27.52,    26.92,     41.82,     4.55,    19.44,     36.99
 ,     3529,   17.64,     27.55,    27.10,     41.55,     4.53,    19.42,     37.17
 ,     3530,   17.65,     27.61,    27.26,     41.22,     4.54,    19.41,     37.32
 ,     3531,   17.65,     27.63,    27.42,     40.92,     4.55,    19.39,     37.46
 ,     3532,   17.66,     27.67,    27.60,     40.61,     4.54,    19.36,     37.62
 ,     3533,   17.66,     27.73,    27.77,     40.28,     4.55,    19.32,     37.79
 ,     3534,   17.66,     27.76,    27.96,     39.95,     4.54,    19.29,     37.91
 ,     3535,   17.67,     27.83,    28.13,     39.62,     4.53,    19.27,     38.06
 ,     3536,   17.68,     27.86,    28.33,     39.29,     4.53,    19.22,     38.18
 ,     3537,   17.68,     27.90,    28.51,     38.93,     4.51,    19.18,     38.29
 ,     3538,   17.68,     27.97,    28.70,     38.56,     4.50,    19.12,     38.45
 ,     3539,   17.69,     27.99,    28.88,     38.24,     4.50,    19.08,     38.54
 ,     3540,   17.70,     28.06,    29.07,     37.90,     4.49,    19.03,     38.65
 ,     3541,   17.70,     28.09,    29.25,     37.57,     4.48,    18.98,     38.75
 ,     3542,   17.71,     28.17,    29.40,     37.24,     4.47,    18.95,     38.82
 ,     3543,   17.71,     28.19,    29.58,     36.89,     4.46,    18.92,     38.91
 ,     3544,   17.72,     28.24,    29.71,     36.60,     4.45,    18.89,     38.96
 ,     3545,   17.72,     28.28,    29.83,     36.26,     4.46,    18.88,     38.99
 ,     3546,   17.73,     28.29,    29.94,     35.97,     4.44,    18.88,     39.03
 ,     3547,   17.73,     28.30,    30.00,     35.72,     4.43,    18.88,     39.06
 ,     3548,   17.73,     28.31,    30.04,     35.48,     4.43,    18.90,     39.11
 ,     3549,   17.74,     28.30,    30.05,     35.27,     4.44,    18.91,     39.12
 ,     3550,   17.75,     28.29,    30.01,     35.08,     4.44,    18.96,     39.16
 ,     3551,   17.75,     28.29,    29.93,     34.93,     4.44,    18.98,     39.20
 ,     3552,   17.75,     28.25,    29.86,     34.80,     4.45,    19.04,     39.20
 ,     3553,   17.76,     28.20,    29.75,     34.66,     4.45,    19.08,     39.25
 ,     3554,   17.77,     28.18,    29.65,     34.50,     4.46,    19.10,     39.28
 ,     3555,   17.77,     28.17,    29.57,     34.43,     4.47,    19.15,     39.31
 ,     3556,   17.78,     28.14,    29.46,     34.32,     4.48,    19.19,     39.36
 ,     3557,   17.78,     28.09,    29.36,     34.26,     4.49,    19.19,     39.39
 ,     3558,   17.79,     28.08,    29.28,     34.23,     4.50,    19.21,     39.46
 ,     3559,   17.79,     28.07,    29.19,     34.22,     4.51,    19.22,     39.49
 ,     3560,   17.80,     28.05,    29.08,     34.22,     4.51,    19.23,     39.57
 ,     3561,   17.80,     28.01,    28.99,     34.23,     4.51,    19.24,     39.62
 ,     3562,   17.81,     27.98,    28.88,     34.26,     4.51,    19.23,     39.63
 ,     3563,   17.81,     27.97,    28.77,     34.31,     4.51,    19.24,     39.69
 ,     3564,   17.82,     27.94,    28.65,     34.36,     4.53,    19.25,     39.76
 ,     3565,   17.82,     27.88,    28.54,     34.42,     4.51,    19.23,     39.82
 ,     3566,   17.82,     27.86,    28.43,     34.46,     4.52,    19.25,     39.86
 ,     3567,   17.83,     27.83,    28.30,     34.54,     4.52,    19.27,     39.88
 ,     3568,   17.84,     27.76,    28.17,     34.55,     4.52,    19.29,     39.93
 ,     3569,   17.84,     27.73,    28.04,     34.61,     4.52,    19.32,     39.96
 ,     3570,   17.84,     27.67,    27.91,     34.64,     4.51,    19.36,     39.96
 ,     3571,   17.85,     27.64,    27.76,     34.68,     4.53,    19.40,     39.99
 ,     3572,   17.86,     27.59,    27.62,     34.75,     4.53,    19.43,     40.01
 ,     3573,   17.86,     27.54,    27.48,     34.82,     4.53,    19.47,     39.99
 ,     3574,   17.87,     27.49,    27.36,     34.89,     4.54,    19.51,     40.01
 ,     3575,   17.87,     27.42,    27.21,     34.99,     4.55,    19.57,     39.99
 ,     3576,   17.88,     27.40,    27.08,     35.09,     4.56,    19.60,     39.97
 ,     3577,   17.88,     27.34,    26.97,     35.22,     4.57,    19.64,     39.94
 ,     3578,   17.89,     27.30,    26.83,     35.37,     4.57,    19.68,     39.91
 ,     3579,   17.89,     27.24,    26.71,     35.52,     4.57,    19.69,     39.88
 ,     3580,   17.90,     27.20,    26.59,     35.66,     4.57,    19.71,     39.83
 ,     3581,   17.90,     27.15,    26.45,     35.87,     4.58,    19.73,     39.77
 ,     3582,   17.91,     27.10,    26.33,     36.06,     4.58,    19.77,     39.71
 ,     3583,   17.91,     27.07,    26.18,     36.27,     4.58,    19.78,     39.64
 ,     3584,   17.91,     27.01,    26.06,     36.45,     4.58,    19.81,     39.57
 ,     3585,   17.92,     26.98,    25.93,     36.68,     4.59,    19.82,     39.50
 ,     3586,   17.93,     26.94,    25.78,     36.94,     4.59,    19.87,     39.42
 ,     3587,   17.93,     26.88,    25.66,     37.19,     4.60,    19.90,     39.30
 ,     3588,   17.93,     26.86,    25.50,     37.46,     4.62,    19.92,     39.16
 ,     3589,   17.94,     26.81,    25.35,     37.72,     4.62,    19.94,     39.04
 ,     3590,   17.95,     26.76,    25.21,     38.02,     4.62,    19.96,     38.90
 ,     3591,   17.95,     26.73,    25.07,     38.31,     4.62,    19.96,     38.74
 ,     3592,   17.96,     26.68,    24.93,     38.60,     4.64,    20.00,     38.57
 ,     3593,   17.96,     26.64,    24.76,     38.94,     4.64,    19.99,     38.39
 ,     3594,   17.97,     26.62,    24.63,     39.26,     4.64,    20.00,     38.21
 ,     3595,   17.97,     26.57,    24.49,     39.57,     4.67,    20.01,     37.97
 ,     3596,   17.98,     26.54,    24.33,     39.91,     4.67,    20.02,     37.77
 ,     3597,   17.98,     26.52,    24.19,     40.22,     4.68,    20.02,     37.51
 ,     3598,   17.98,     26.46,    24.05,     40.57,     4.68,    20.01,     37.25
 ,     3599,   17.99,     26.44,    23.92,     40.89,     4.68,    20.03,     36.98
 ,     3600,   18.00,     26.41,    23.76,     41.22,     4.69,    20.02,     36.71
 ,     3601,   18.00,     26.36,    23.62,     41.56,     4.70,    20.01,     36.39
 ,     3602,   18.00,     26.34,    23.50,     41.88,     4.71,    20.01,     36.08
 ,     3603,   18.01,     26.30,    23.38,     42.21,     4.71,    20.01,     35.75
 ,     3604,   18.02,     26.27,    23.26,     42.53,     4.73,    19.99,     35.42
 ,     3605,   18.02,     26.24,    23.14,     42.82,     4.72,    19.98,     35.05
 ,     3606,   18.03,     26.21,    23.01,     43.12,     4.74,    19.97,     34.71
 ,     3607,   18.03,     26.19,    22.92,     43.43,     4.75,    19.96,     34.35
 ,     3608,   18.04,     26.17,    22.82,     43.73,     4.76,    19.96,     33.95
 ,     3609,   18.04,     26.16,    22.72,     43.99,     4.77,    19.95,     33.56
 ,     3610,   18.05,     26.13,    22.62,     44.28,     4.76,    19.96,     33.17
 ,     3611,   18.05,     26.11,    22.51,     44.55,     4.78,    19.95,     32.76
 ,     3612,   18.06,     26.09,    22.42,     44.79,     4.78,    19.95,     32.38
 ,     3613,   18.06,     26.06,    22.31,     45.03,     4.79,    19.95,     31.95
 ,     3614,   18.07,     26.04,    22.26,     45.26,     4.79,    19.94,     31.55
 ,     3615,   18.07,     26.01,    22.18,     45.46,     4.80,    19.95,     31.14
 ,     3616,   18.07,     26.00,    22.09,     45.69,     4.82,    19.95,     30.72
 ,     3617,   18.08,     25.98,    22.02,     45.88,     4.84,    19.95,     30.30
 ,     3618,   18.09,     25.98,    21.96,     46.06,     4.84,    19.95,     29.88
 ,     3619,   18.09,     25.96,    21.88,     46.21,     4.85,    19.96,     29.47
 ,     3620,   18.09,     25.95,    21.85,     46.36,     4.87,    19.96,     29.05
 ,     3621,   18.10,     25.94,    21.77,     46.51,     4.88,    19.96,     28.61
 ,     3622,   18.11,     25.93,    21.75,     46.62,     4.89,    19.97,     28.22
 ,     3623,   18.11,     25.93,    21.67,     46.73,     4.89,    19.99,     27.80
 ,     3624,   18.12,     25.93,    21.64,     46.82,     4.91,    19.99,     27.39
 ,     3625,   18.12,     25.91,    21.61,     46.91,     4.92,    20.00,     26.99
 ,     3626,   18.13,     25.94,    21.58,     46.97,     4.96,    20.02,     26.57
 ,     3627,   18.13,     25.95,    21.57,     47.02,     4.98,    20.02,     26.17
 ,     3628,   18.14,     25.95,    21.54,     47.06,     4.98,    20.07,     25.76
 ,     3629,   18.14,     25.95,    21.52,     47.09,     5.00,    20.10,     25.38
 ,     3630,   18.15,     25.96,    21.52,     47.10,     5.02,    20.11,     24.98
 ,     3631,   18.15,     25.97,    21.51,     47.09,     5.05,    20.12,     24.59
 ,     3632,   18.16,     25.98,    21.53,     47.07,     5.07,    20.14,     24.22
 ,     3633,   18.16,     25.97,    21.54,     47.05,     5.08,    20.18,     23.83
 ,     3634,   18.16,     25.99,    21.55,     47.01,     5.09,    20.19,     23.47
 ,     3635,   18.17,     25.99,    21.55,     46.96,     5.12,    20.21,     23.09
 ,     3636,   18.18,     25.99,    21.58,     46.90,     5.15,    20.24,     22.72
 ,     3637,   18.18,     26.00,    21.60,     46.81,     5.18,    20.27,     22.35
 ,     3638,   18.18,     26.02,    21.63,     46.75,     5.20,    20.30,     21.99
 ,     3639,   18.19,     26.04,    21.66,     46.65,     5.21,    20.31,     21.65
 ,     3640,   18.20,     26.05,    21.69,     46.55,     5.24,    20.33,     21.30
 ,     3641,   18.20,     26.08,    21.74,     46.44,     5.27,    20.36,     20.94
 ,     3642,   18.21,     26.10,    21.77,     46.31,     5.29,    20.38,     20.61
 ,     3643,   18.21,     26.11,    21.83,     46.17,     5.31,    20.41,     20.27
 ,     3644,   18.22,     26.13,    21.87,     46.02,     5.34,    20.42,     19.97
 ,     3645,   18.22,     26.17,    21.94,     45.88,     5.37,    20.45,     19.62
 ,     3646,   18.23,     26.20,    21.99,     45.69,     5.40,    20.45,     19.32
 ,     3647,   18.23,     26.22,    22.04,     45.55,     5.40,    20.47,     19.02
 ,     3648,   18.23,     26.24,    22.13,     45.36,     5.42,    20.51,     18.67
 ,     3649,   18.24,     26.26,    22.17,     45.20,     5.43,    20.51,     18.39
 ,     3650,   18.25,     26.29,    22.25,     45.00,     5.47,    20.53,     18.11
 ,     3651,   18.25,     26.32,    22.34,     44.79,     5.50,    20.54,     17.83
 ,     3652,   18.25,     26.34,    22.42,     44.58,     5.51,    20.55,     17.55
 ,     3653,   18.26,     26.38,    22.50,     44.36,     5.52,    20.56,     17.27
 ,     3654,   18.27,     26.42,    22.59,     44.15,     5.53,    20.57,     17.02
 ,     3655,   18.27,     26.43,    22.66,     43.92,     5.56,    20.58,     16.74
 ,     3656,   18.28,     26.45,    22.76,     43.69,     5.57,    20.60,     16.50
 ,     3657,   18.28,     26.51,    22.85,     43.46,     5.62,    20.59,     16.25
 ,     3658,   18.29,     26.54,    22.95,     43.21,     5.62,    20.60,     16.02
 ,     3659,   18.29,     26.57,    23.05,     42.98,     5.62,    20.61,     15.80
 ,     3660,   18.30,     26.62,    23.15,     42.75,     5.63,    20.62,     15.56
 ,     3661,   18.30,     26.64,    23.23,     42.51,     5.64,    20.62,     15.35
 ,     3662,   18.31,     26.67,    23.33,     42.28,     5.67,    20.62,     15.15
 ,     3663,   18.31,     26.72,    23.43,     42.02,     5.69,    20.68,     14.94
 ,     3664,   18.32,     26.76,    23.53,     41.78,     5.70,    20.68,     14.73
 ,     3665,   18.32,     26.78,    23.63,     41.55,     5.71,    20.69,     14.56
 ,     3666,   18.32,     26.80,    23.73,     41.32,     5.72,    20.69,     14.38
 ,     3667,   18.33,     26.85,    23.84,     41.09,     5.74,    20.69,     14.24
 ,     3668,   18.34,     26.87,    23.92,     40.87,     5.74,    20.70,     14.06
 ,     3669,   18.34,     26.91,    23.98,     40.66,     5.73,    20.73,     13.92
 ,     3670,   18.34,     26.94,    24.05,     40.46,     5.75,    20.74,     13.80
 ,     3671,   18.35,     26.96,    24.14,     40.27,     5.75,    20.74,     13.65
 ,     3672,   18.36,     26.98,    24.18,     40.08,     5.76,    20.75,     13.55
 ,     3673,   18.36,     27.00,    24.25,     39.91,     5.77,    20.77,     13.43
 ,     3674,   18.37,     27.02,    24.30,     39.77,     5.76,    20.77,     13.38
 ,     3675,   18.37,     27.06,    24.35,     39.63,     5.77,    20.77,     13.29
 ,     3676,   18.38,     27.07,    24.36,     39.52,     5.78,    20.79,     13.20
 ,     3677,   18.38,     27.07,    24.37,     39.42,     5.78,    20.78,     13.16
 ,     3678,   18.39,     27.07,    24.38,     39.33,     5.78,    20.79,     13.10
 ,     3679,   18.39,     27.07,    24.36,     39.27,     5.78,    20.79,     13.06
 ,     3680,   18.40,     27.06,    24.35,     39.21,     5.78,    20.77,     13.02
 ,     3681,   18.40,     27.02,    24.29,     39.19,     5.77,    20.77,     12.99
 ,     3682,   18.41,     27.00,    24.25,     39.18,     5.78,    20.77,     12.98
 ,     3683,   18.41,     26.98,    24.18,     39.18,     5.76,    20.76,     12.98
 ,     3684,   18.41,     26.96,    24.11,     39.18,     5.76,    20.74,     12.98
 ,     3685,   18.42,     26.94,    24.05,     39.20,     5.75,    20.72,     12.98
 ,     3686,   18.43,     26.91,    23.96,     39.26,     5.73,    20.70,     13.01
 ,     3687,   18.43,     26.87,    23.86,     39.33,     5.72,    20.69,     13.04
 ,     3688,   18.43,     26.81,    23.74,     39.42,     5.72,    20.67,     13.10
 ,     3689,   18.44,     26.78,    23.65,     39.52,     5.70,    20.62,     13.15
 ,     3690,   18.45,     26.74,    23.51,     39.64,     5.67,    20.60,     13.20
 ,     3691,   18.45,     26.70,    23.39,     39.75,     5.64,    20.58,     13.28
 ,     3692,   18.46,     26.65,    23.28,     39.89,     5.63,    20.57,     13.38
 ,     3693,   18.46,     26.61,    23.13,     40.03,     5.63,    20.51,     13.46
 ,     3694,   18.47,     26.56,    23.01,     40.21,     5.61,    20.50,     13.57
 ,     3695,   18.47,     26.53,    22.87,     40.35,     5.56,    20.47,     13.68
 ,     3696,   18.48,     26.47,    22.74,     40.55,     5.54,    20.41,     13.83
 ,     3697,   18.48,     26.42,    22.62,     40.73,     5.52,    20.38,     13.97
 ,     3698,   18.48,     26.38,    22.49,     40.93,     5.50,    20.36,     14.10
 ,     3699,   18.49,     26.33,    22.37,     41.12,     5.47,    20.31,     14.27
 ,     3700,   18.50,     26.30,    22.24,     41.32,     5.43,    20.28,     14.45
 ,     3701,   18.50,     26.25,    22.13,     41.52,     5.42,    20.27,     14.65
 ,     3702,   18.50,     26.21,    22.01,     41.74,     5.40,    20.22,     14.82
 ,     3703,   18.51,     26.17,    21.90,     41.95,     5.38,    20.19,     15.03
 ,     3704,   18.52,     26.13,    21.79,     42.17,     5.34,    20.17,     15.23
 ,     3705,   18.52,     26.10,    21.70,     42.37,     5.31,    20.13,     15.49
 ,     3706,   18.53,     26.09,    21.60,     42.60,     5.29,    20.10,     15.75
 ,     3707,   18.53,     26.05,    21.52,     42.81,     5.28,    20.08,     15.98
 ,     3708,   18.54,     26.03,    21.46,     43.03,     5.24,    20.04,     16.23
 ,     3709,   18.54,     26.01,    21.37,     43.25,     5.21,    20.02,     16.51
 ,     3710,   18.55,     25.99,    21.32,     43.46,     5.20,    19.99,     16.79
 ,     3711,   18.55,     25.98,    21.25,     43.67,     5.18,    19.97,     17.08
 ,     3712,   18.56,     25.98,    21.20,     43.86,     5.16,    19.95,     17.38
 ,     3713,   18.56,     25.94,    21.17,     44.06,     5.11,    19.95,     17.70
 ,     3714,   18.57,     25.94,    21.13,     44.27,     5.10,    19.92,     18.01
 ,     3715,   18.57,     25.94,    21.08,     44.47,     5.09,    19.91,     18.33
 ,     3716,   18.57,     25.92,    21.06,     44.67,     5.07,    19.88,     18.68
 ,     3717,   18.58,     25.92,    21.04,     44.82,     5.05,    19.87,     19.00
 ,     3718,   18.59,     25.92,    21.02,     45.02,     5.02,    19.86,     19.36
 ,     3719,   18.59,     25.93,    21.00,     45.19,     5.00,    19.84,     19.69
 ,     3720,   18.59,     25.92,    20.99,     45.34,     4.99,    19.83,     20.06
 ,     3721,   18.60,     25.92,    20.97,     45.48,     4.97,    19.81,     20.42
 ,     3722,   18.61,     25.91,    20.97,     45.62,     4.97,    19.80,     20.77
 ,     3723,   18.61,     25.91,    20.99,     45.77,     4.94,    19.78,     21.16
 ,     3724,   18.62,     25.92,    21.00,     45.88,     4.92,    19.76,     21.54
 ,     3725,   18.62,     25.91,    21.00,     46.00,     4.92,    19.77,     21.92
 ,     3726,   18.63,     25.94,    21.04,     46.10,     4.89,    19.74,     22.31
 ,     3727,   18.63,     25.94,    21.07,     46.19,     4.89,    19.74,     22.68
 ,     3728,   18.64,     25.94,    21.10,     46.28,     4.88,    19.73,     23.09
 ,     3729,   18.64,     25.94,    21.11,     46.34,     4.88,    19.73,     23.46
 ,     3730,   18.65,     25.97,    21.17,     46.42,     4.87,    19.74,     23.84
 ,     3731,   18.65,     25.98,    21.19,     46.47,     4.85,    19.72,     24.23
 ,     3732,   18.66,     25.99,    21.23,     46.53,     4.85,    19.74,     24.61
 ,     3733,   18.66,     25.99,    21.30,     46.57,     4.85,    19.74,     25.00
 ,     3734,   18.66,     26.01,    21.31,     46.59,     4.85,    19.73,     25.36
 ,     3735,   18.67,     26.03,    21.35,     46.61,     4.85,    19.75,     25.74
 ,     3736,   18.68,     26.08,    21.40,     46.63,     4.84,    19.75,     26.11
 ,     3737,   18.68,     26.10,    21.45,     46.62,     4.85,    19.76,     26.48
 ,     3738,   18.68,     26.11,    21.53,     46.62,     4.85,    19.75,     26.85
 ,     3739,   18.69,     26.13,    21.59,     46.61,     4.86,    19.77,     27.20
 ,     3740,   18.70,     26.18,    21.67,     46.60,     4.86,    19.78,     27.58
 ,     3741,   18.70,     26.20,    21.74,     46.57,     4.85,    19.79,     27.94
 ,     3742,   18.71,     26.22,    21.83,     46.52,     4.85,    19.81,     28.27
 ,     3743,   18.71,     26.26,    21.91,     46.49,     4.87,    19.81,     28.63
 ,     3744,   18.72,     26.30,    22.03,     46.44,     4.87,    19.85,     28.96
 ,     3745,   18.72,     26.32,    22.12,     46.38,     4.88,    19.89,     29.30
 ,     3746,   18.73,     26.37,    22.22,     46.31,     4.88,    19.91,     29.65
 ,     3747,   18.73,     26.41,    22.32,     46.23,     4.91,    19.94,     29.96
 ,     3748,   18.73,     26.44,    22.43,     46.13,     4.92,    19.97,     30.28
 ,     3749,   18.74,     26.45,    22.52,     46.05,     4.93,    20.00,     30.60
 ,     3750,   18.75,     26.50,    22.62,     45.94,     4.96,    20.04,     30.92
 ,     3751,   18.75,     26.52,    22.71,     45.82,     4.96,    20.09,     31.23
 ,     3752,   18.75,     26.54,    22.79,     45.71,     4.98,    20.12,     31.52
 ,     3753,   18.76,     26.58,    22.87,     45.57,     5.00,    20.16,     31.81
 ,     3754,   18.77,     26.60,    22.97,     45.44,     5.00,    20.20,     32.09
 ,     3755,   18.77,     26.63,    23.06,     45.29,     5.03,    20.25,     32.38
 ,     3756,   18.78,     26.65,    23.17,     45.12,     5.05,    20.29,     32.66
 ,     3757,   18.78,     26.68,    23.26,     45.00,     5.07,    20.33,     32.91
 ,     3758,   18.79,     26.70,    23.37,     44.80,     5.09,    20.35,     33.18
 ,     3759,   18.79,     26.74,    23.49,     44.66,     5.08,    20.41,     33.43
 ,     3760,   18.80,     26.76,    23.60,     44.48,     5.13,    20.44,     33.70
 ,     3761,   18.80,     26.77,    23.71,     44.32,     5.13,    20.45,     33.98
 ,     3762,   18.81,     26.83,    23.84,     44.13,     5.17,    20.48,     34.24
 ,     3763,   18.81,     26.86,    23.99,     43.93,     5.18,    20.53,     34.50
 ,     3764,   18.82,     26.88,    24.12,     43.73,     5.19,    20.53,     34.73
 ,     3765,   18.82,     26.93,    24.26,     43.53,     5.20,    20.56,     35.00
 ,     3766,   18.82,     26.96,    24.42,     43.30,     5.21,    20.57,     35.26
 ,     3767,   18.83,     27.00,    24.57,     43.07,     5.22,    20.61,     35.50
